RamanShift,0.625 mg/mL IgG1,1.25 mg/mL IgG1,2.5 mg/mL IgG1,5 mg/mL IgG1,10 mg/mL IgG1
534,74844.13842,76073.9434,78292.0111,82496.82928,90609.05989
533,74892.044,76156.10491,78422.41223,82581.10673,90691.16947
532,74945.35353,76251.56602,78542.07706,82658.44845,90775.23167
531,75008.75665,76350.06485,78623.09977,82735.05798,90853.6177
530,75089.60508,76443.15866,78661.35784,82825.60614,90921.25762
529,75190.15188,76528.82288,78684.03546,82938.2054,90983.09926
528,75302.25928,76609.65331,78726.85251,83063.30444,91051.09041
527,75410.81735,76688.06104,78802.54609,83177.02556,91132.28739
526,75503.59323,76763.9773,78892.24456,83256.72259,91220.28412
525,75578.97143,76836.6565,78966.73388,83296.4157,91299.41656
524,75644.98367,76907.40404,79014.14026,83310.69937,91357.98274
523,75711.05202,76979.39115,79047.20861,83325.44722,91397.61681
522,75780.40887,77054.23654,79087.78269,83362.99759,91430.77718
521,75849.94137,77128.86442,79148.48642,83431.42281,91470.98464
520,75916.44692,77196.50256,79228.14019,83522.67371,91525.84333
519,75981.89213,77252.27011,79318.51233,83618.79256,91596.37609
518,76051.56791,77299.3452,79410.47227,83702.23036,91678.21808
517,76126.91866,77349.93277,79495.00419,83765.0646,91761.27042
516,76201.28568,77418.58359,79564.43019,83812.13716,91831.51383
515,76264.39615,77512.0044,79617.40314,83856.2613,91879.31905
514,76312.27408,77623.41554,79662.8017,83909.14671,91909.52227
513,76352.96769,77736.45757,79716.20838,83975.24258,91941.76485
512,76402.00784,77835.58943,79790.3733,84052.98367,91996.6488
511,76471.67877,77914.35258,79887.58293,84140.57354,92078.93038
510,76564.03873,77975.73289,79999.20894,84239.09674,92174.43237
509,76672.76322,78026.84287,80110.90949,84349.43381,92264.09563
508,76789.37821,78074.462,80209.40649,84466.86242,92340.80639
507,76906.05976,78124.63051,80288.44331,84580.18238,92412.07147
506,77013.44277,78183.37253,80352.07644,84677.57711,92487.40122
505,77099.73872,78254.70292,80412.43051,84754.42343,92565.63075
504,77156.60363,78337.18605,80481.47639,84816.41295,92635.97879
503,77188.37403,78424.10973,80562.59953,84875.66975,92690.89806
502,77214.93031,78509.20243,80650.02749,84943.22281,92736.70873
501,77262.59533,78592.87426,80737.00343,85023.35736,92791.42589
500,77348.6255,78681.93105,80823.56626,85112.96895,92872.59115
499,77471.00606,78782.04422,80914.87772,85204.89545,92986.07867
498,77610.66648,78890.13526,81012.17078,85291.86127,93123.59819
497,77743.24519,78994.54818,81107.57846,85368.59157,93268.32438
496,77851.37814,79083.22527,81189.89738,85432.56432,93403.25336
495,77930.28636,79152.00158,81255.20732,85485.35896,93517.68134
494,77985.5996,79205.53909,81310.52009,85534.45763,93609.93343
493,78027.11916,79251.50961,81366.84361,85592.23602,93685.9458
492,78063.57246,79295.56843,81429.86303,85669.65562,93754.24219
491,78101.66343,79342.86883,81498.17375,85767.85338,93819.64729
490,78148.69525,79402.93525,81569.3421,85875.34943,93879.7627
489,78214.21526,79489.02063,81645.49659,85975.07509,93927.32009
488,78306.36748,79608.04047,81732.11025,86056.25037,93957.64017
487,78424.18373,79748.72316,81832.03815,86120.95482,93975.99884
486,78553.30015,79881.60751,81941.56283,86180.18269,93998.40533
485,78671.70089,79976.03914,82051.85615,86244.2635,94043.4374
484,78763.00407,80022.91394,82153.48818,86316.44119,94119.99361
483,78826.64301,80043.95241,82240.11725,86393.27279,94220.29827
482,78876.2424,80077.82004,82310.061,86468.81326,94324.65901
481,78928.4544,80153.25996,82366.65175,86538.46075,94415.17633
480,78992.98622,80270.94669,82417.84185,86601.4406,94487.44823
479,79071.28363,80407.38502,82474.37101,86661.92955,94550.75014
478,79161.4062,80535.0254,82546.21974,86727.1059,94617.31006
477,79261.50537,80640.56756,82638.47331,86801.27146,94690.93601
476,79368.66406,80728.03314,82748.39495,86880.32639,94765.15034
475,79476.8546,80808.48562,82865.11497,86953.45656,94831.10361
474,79578.30351,80888.39943,82972.82571,87012.8696,94886.6081
473,79667.31893,80966.23876,83057.48804,87063.10232,94938.25375
472,79742.32706,81037.18051,83114.72762,87119.96294,94996.4959
471,79804.62325,81099.0534,83153.79349,87199.0608,95069.60037
470,79856.76423,81153.82101,83193.09734,87304.53694,95160.63535
469,79903.15639,81204.89011,83248.6409,87427.59586,95266.84353
468,79951.13401,81254.51872,83323.50356,87553.96691,95379.98406
467,80008.86021,81304.52962,83407.46968,87671.83629,95489.24256
466,80080.05878,81359.13957,83487.75766,87774.7666,95588.16407
465,80160.564,81425.81605,83561.38787,87861.71197,95681.20995
464,80241.4686,81511.82138,83637.77589,87937.63723,95781.80004
463,80317.82476,81618.81203,83729.13538,88013.27252,95900.02526
462,80395.82751,81740.68028,83838.12061,88100.05947,96030.57858
461,80491.29949,81867.08799,83954.82373,88201.67277,96154.80745
460,80619.00559,81989.62048,84065.82304,88310.04574,96257.64136
459,80780.87632,82106.11594,84167.28011,88412.58802,96344.27857
458,80965.5262,82223.78937,84273.18427,88508.96444,96441.91556
457,81166.39009,82366.66192,84418.18651,88628.52092,96589.93386
456,81410.62031,82587.6204,84659.52608,88838.39411,96835.33307
455,81774.76858,82971.2808,85074.7475,89233.79388,97237.93301
454,82360.71208,83606.76992,85740.42649,89903.27034,97864.66015
453,83226.83964,84525.70558,86681.81758,90870.24549,98748.3142
452,84309.11602,85636.812,87812.48247,92034.56168,99821.80546
451,85392.27124,86711.88674,88912.43417,93159.08138,100882.811
450,86173.26811,87457.72202,89686.75333,93937.61854,101643.176
449,86399.9013,87650.00552,89895.04011,94130.67371,101858.8047
448,86004.86105,87249.49522,89478.84466,93693.40221,101462.5959
447,85145.60445,86421.3904,88599.06066,92805.97642,100606.1759
446,84121.54153,85444.6839,87553.60642,91778.69662,99580.14179
445,83223.53076,84574.35063,86630.04945,90894.29456,98669.43373
444,82612.86254,83945.79456,85990.25796,90293.56969,98039.20331
443,82295.99015,83568.48914,85650.22641,89968.72449,97710.21208
442,82185.07528,83383.97603,85539.36583,89838.51563,97609.51889
441,82183.28678,83329.5931,85575.57073,89828.60142,97641.65839
440,82239.14826,83369.95539,85706.07673,89903.45686,97737.40596
439,82354.94598,83499.4131,85910.9375,90055.87821,97871.99187
438,82568.34151,83737.26213,86195.60036,90293.29746,98064.75783
437,82929.36818,84123.37676,86588.70304,90640.58167,98367.7812
436,83479.57249,84703.75346,87135.75584,91142.58291,98841.47862
435,84229.48738,85497.86315,87872.09746,91840.41879,99517.50638
434,85133.91403,86459.50953,88777.59727,92721.85547,100361.1559
433,86076.15364,87457.93128,89741.62039,93679.81955,101254.1583
432,86881.19086,88301.99399,90574.13524,94520.71548,102016.9693
431,87371.65112,88809.41555,91077.26545,95038.05102,102474.676
430,87451.25676,88892.0447,91147.08049,95118.94517,102541.5408
429,87164.74393,88605.50614,90838.55813,94814.03386,102272.2909
428,86687.69129,88128.75458,90344.74886,94319.85959,101841.8486
427,86265.05708,87702.75455,89920.11444,93901.32441,101480.7332
426,86192.99655,87620.59389,89855.95621,93860.77072,101460.875
425,86917.80072,88331.99455,90586.06888,94634.78253,102198.7678
424,89165.26158,90570.28375,92829.63261,96932.35213,104386.1471
423,93855.5157,95262.68299,97516.48149,101664.0012,108910.278
422,101614.7038,103042.4814,105298.5282,109463.2762,116383.7912
421,112038.3589,113515.2615,115799.8058,119945.8307,126433.2569
420,123242.7415,124805.5713,127146.3011,131242.1227,137259.9835
419,132234.5909,133912.9016,136318.8079,140347.5867,145984.0324
418,136132.0649,137923.1101,140376.682,144341.2424,149811.0196
417,133594.2451,135448.6563,137915.0613,141836.7402,147413.7634
416,125529.3042,127365.8199,129810.6625,133721.5231,139634.5166
415,114604.5587,116349.3852,118752.1184,122683.0449,129035.1516
414,103891.1116,105514.8989,107870.514,111841.8793,118598.2702
413,95520.62982,97045.85106,99357.2001,103378.3386,110418.5903
412,90122.52975,91598.20948,93867.59981,97943.6268,105136.2086
411,87154.22378,88620.64993,90847.78736,94984.58647,102238.4337
410,85656.55689,87126.88786,89313.18101,93513.2211,100788.5051
409,84859.66924,86327.72366,88480.73523,92733.261,100022.9581
408,84369.2002,85830.61994,87962.62592,92240.31266,99546.00118
407,84047.27972,85513.61418,87634.71458,91904.32131,99222.25303
406,83841.54186,85336.55184,87448.76812,91689.70152,99009.51443
405,83707.18917,85250.42642,87348.58062,91564.56414,98874.27757
404,83609.86789,85202.10446,87280.65012,91494.62158,98784.82361
403,83537.2028,85159.63609,87219.16845,91455.22173,98719.98892
402,83487.82431,85115.63157,87164.26215,91429.63462,98666.29588
401,83455.31392,85074.9178,87125.25886,91403.84485,98614.03874
400,83427.6656,85044.05873,87109.38692,91369.80417,98560.61173
399,83398.20806,85026.9546,87117.67456,91330.36564,98511.71761
398,83371.40509,85022.96186,87141.79623,91295.17794,98473.13622
397,83356.90502,85027.33927,87163.84652,91269.76364,98441.92845
396,83358.87693,85035.17262,87164.73292,91249.02239,98409.60145
395,83370.84332,85045.50374,87137.40817,91221.36411,98374.54494
394,83379.82356,85060.94875,87092.63624,91178.80212,98348.03465
393,83376.54443,85083.36358,87051.04851,91124.32825,98345.4123
392,83364.65109,85110.55744,87028.68066,91071.51133,98371.46504
391,83361.47858,85136.85909,87028.78124,91037.18034,98415.78013
390,83387.94316,85155.51641,87044.82958,91032.47225,98462.24833
389,83453.99669,85161.0962,87069.44426,91058.6059,98502.58406
388,83552.16678,85153.87235,87102.23275,91111.22807,98542.8262
387,83667.73778,85148.04664,87154.56382,91191.34933,98602.02267
386,83799.62927,85178.98619,87251.81193,91314.95458,98709.28774
385,83973.61125,85299.20834,87430.03476,91512.43246,98900.14236
384,84231.30902,85556.61628,87721.23071,91813.67353,99204.85113
383,84595.84125,85961.32655,88127.61669,92223.0398,99624.69596
382,85036.73857,86460.40516,88599.0509,92697.15908,100108.2432
381,85462.86639,86940.83368,89034.26113,93141.98748,100550.6449
380,85755.89375,87267.98814,89315.82024,93439.7437,100829.1332
379,85827.96571,87345.02755,89364.65424,93499.48857,100860.5814
378,85666.45156,87160.37329,89180.378,93304.68669,100644.6703
377,85336.799,86793.41884,88840.185,92926.61262,100263.551
376,84944.2727,86372.84001,88456.90682,92491.30748,99839.22488
375,84583.36521,86012.85892,88124.94853,92118.80793,99478.09986
374,84307.9734,85768.05018,87888.79701,91873.33453,99236.31237
373,84132.55844,85630.54044,87746.70079,91752.05864,99117.55664
372,84049.75366,85561.17134,87675.36222,91710.51395,99092.14498
371,84044.0102,85524.91423,87651.71113,91699.96514,99119.21711
370,84094.27005,85505.78449,87659.182,91691.33415,99162.04312
369,84173.53314,85500.39258,87683.95938,91678.09581,99196.33273
368,84253.60118,85506.11837,87712.72777,91666.47955,99213.47928
367,84313.57859,85517.74472,87736.42786,91664.8002,99218.39107
366,84344.74368,85532.37722,87755.09662,91678.0648,99222.35957
365,84349.03419,85553.2486,87777.44684,91707.32181,99235.16834
364,84335.18435,85586.49396,87814.41311,91750.74883,99261.27702
363,84316.46694,85633.94018,87871.07169,91804.24129,99300.77488
362,84308.60049,85689.36755,87942.08457,91861.37177,99351.41314
361,84324.64282,85741.73618,88013.04899,91914.49731,99408.88571
360,84368.50252,85782.36037,88067.20029,91958.47812,99466.8102
359,84433.0329,85810.13996,88094.42602,91995.20706,99519.3574
358,84505.49534,85831.31487,88097.51965,92033.94251,99565.87455
357,84575.55151,85855.00595,88091.34948,92084.66852,99612.91008
356,84638.76879,85888.42713,88094.87275,92148.75359,99670.28773
355,84694.16811,85934.78933,88121.1587,92215.97661,99743.35514
354,84740.91488,85993.86995,88172.1075,92272.39009,99827.70325
353,84778.63218,86063.16745,88240.09255,92312.48482,99910.73825
352,84809.92688,86138.46029,88313.32281,92344.09159,99978.95484
351,84840.71047,86214.76636,88380.51024,92381.16313,100025.625
350,84877.28138,86288.97687,88433.71168,92432.10078,100053.7818
349,84923.58758,86362.89417,88471.09244,92495.30042,100073.2196
348,84981.23953,86443.30951,88499.87819,92565.07376,100094.1254
347,85050.50237,86537.4605,88536.31955,92639.97176,100121.8943
346,85129.23171,86647.03026,88599.60673,92723.77073,100156.5798
345,85210.87382,86766.07413,88701.65804,92818.71925,100196.6846
344,85286.10724,86884.86181,88839.35701,92919.40717,100243.4785
343,85349.76914,86995.91116,88995.29989,93014.98382,100301.4989
342,85407.55381,87096.75068,89146.90999,93098.38433,100374.6124
341,85474.87217,87188.42797,89277.97588,93174.03535,100461.6457
340,85566.65178,87273.5838,89386.01136,93256.82794,100556.3536
339,85686.04436,87357.39775,89482.23499,93362.61233,100652.4075
338,85822.17071,87449.49251,89585.30041,93497.62159,100748.9095
337,85959.12619,87562.08802,89712.03778,93654.84536,100851.4953
336,86088.70139,87703.30393,89869.03843,93820.15493,100968.4161
335,86215.99587,87870.86952,90049.1769,93983.43124,101105.5723
334,86353.74858,88052.75692,90235.6377,94145.60105,101264.5627
333,86510.95295,88235.22923,90412.10926,94315.80861,101443.9287
332,86685.68564,88411.87417,90573.31176,94501.40782,101640.9578
331,86868.02505,88586.09032,90728.54779,94700.51123,101852.2802
330,87049.57151,88765.74647,90895.59142,94904.46599,102074.152
329,87230.47709,88955.32047,91089.18855,95107.53058,102303.6893
328,87417.47481,89152.07908,91312.20097,95313.35787,102540.0222
327,87615.4258,89348.72228,91555.01977,95531.01368,102782.9197
326,87821.66424,89539.75926,91802.2637,95764.90231,103028.934
325,88029.58924,89727.13786,92041.4569,96009.60913,103269.0375
324,88238.18318,89921.68787,92268.58723,96255.44175,103492.2397
323,88456.79128,90139.17562,92488.69656,96498.46833,103694.4132
322,88698.71291,90392.22875,92712.53355,96744.28487,103885.3269
321,88968.62276,90681.90651,92951.08856,97002.20325,104086.4467
320,89256.29451,90994.72588,93210.18933,97277.04981,104318.8482
319,89543.64406,91309.18742,93487.93344,97567.47058,104589.6866
318,89819.01031,91609.54162,93777.07109,97870.96585,104887.7189
317,90085.6899,91897.76662,94071.52334,98188.20614,105191.844
316,90357.39065,92193.36616,94372.23609,98520.80625,105486.3797
315,90646.27167,92519.15999,94687.01637,98865.4642,105771.4578
314,90955.13425,92883.00029,95023.7845,99212.05952,106061.2861
313,91279.8239,93270.40133,95382.94856,99549.32197,106372.1863
312,91617.36101,93655.29767,95756.46137,99873.73178,106709.9304
311,91970.83602,94020.38043,96135.16274,100194.2561,107065.7569
310,92346.99663,94370.20688,96518.05062,100529.4476,107423.7358
309,92749.78643,94726.28482,96914.51038,100899.0142,107774.1336
308,93175.96468,95109.75421,97336.7574,101314.854,108122.8124
307,93615.7465,95527.60319,97789.0533,101775.689,108489.4389
306,94057.38554,95973.15409,98263.32135,102267.6255,108894.918
305,94492.95412,96437.16853,98745.23269,102770.9051,109346.8152
304,94922.72923,96916.50913,99225.28585,103269.7806,109834.0628
303,95356.01674,97412.753,99705.73562,103759.9622,110335.4537
302,95807.07403,97925.24245,100198.4893,104248.82,110835.4978
301,96287.75921,98448.842,100716.7617,104748.5115,111334.2
300,96801.8574,98979.7387,101267.2553,105267.6792,111842.5815
299,97345.40272,99522.33106,101847.3337,105807.6921,112368.8157
298,97912.15394,100088.2563,102447.5168,106365.0531,112908.9854
297,98498.04909,100687.3314,103057.0651,106936.5287,113452.1224
296,99099.97917,101319.3029,103670.1524,107522.6906,113994.3061
295,99711.3702,101974.5343,104289.9264,108128.2177,114546.959
294,100322.0216,102642.553,104927.2671,108759.7549,115129.5386
293,100925.3134,103319.366,105593.3324,109422.6548,115753.3322
292,101526.5569,104006.7222,106290.0461,110117.6542,116412.5426
291,102142.8283,104705.2685,107006.5003,110839.2112,117091.8952
290,102792.4056,105410.0659,107726.3069,111577.5885,117782.6241
289,103483.204,106114.1465,108441.2477,112324.5088,118489.6834
288,104210.6762,106817.4242,109159.7032,113078.7106,119222.4746
287,104965.5376,107532.3558,109901.1657,113846.4948,119979.1299
286,105741.1115,108279.9472,110680.6483,114636.1928,120742.3868
285,106532.5533,109077.954,111496.4605,115451.0752,121493.255
284,107331.826,109929.6118,112332.3107,116286.7775,122230.2909
283,108128.7989,110821.2588,113171.9024,117135.1287,122974.8082
282,108920.6798,111729.9975,114012.6993,117990.0658,123755.3431
281,109719.2447,112635.3894,114867.1264,118850.0751,124584.0497
280,110544.0829,113527.4391,115750.8169,119715.8461,125445.7011
279,111404.8449,114407.5973,116668.9514,120587.1452,126309.0186
278,112289.6445,115285.3483,117612.1021,121463.162,127150.4999
277,113173.1772,116173.9505,118564.0439,122345.9998,127971.6755
276,114038.9688,117085.975,119514.0639,123242.773,128796.8804
275,114894.7962,118027.5876,120463.4533,124162.909,129655.1541
274,115766.9155,118993.3795,121421.8801,125112.3493,130560.6516
273,116678.7938,119967.4645,122397.7247,126089.7552,131505.1131
272,117634.4875,120934.1768,123391.3911,127088.002,132465.9459
271,118619.8715,121892.3991,124397.4001,128099.1057,133422.4273
270,119617.0806,122860.9315,125412.9998,129118.3018,134368.5507
269,120616.865,123866.8087,126444.3247,130144.9574,135314.1091
268,121619.4859,124923.9633,127502.6798,131181.6615,136274.6248
267,122628.2205,126020.0131,128592.9535,132233.4179,137258.7049
266,123645.1172,127124.083,129704.9045,133306.4595,138263.1848
265,124672.8693,128210.2819,130817.3047,134405.0134,139279.7931
264,125717.766,129277.2738,131913.0917,135527.0373,140306.3401
263,126787.3991,130348.1926,132993.005,136663.3199,141350.9811
262,127883.3481,131452.1053,134075.5098,137803.308,142424.2268
261,128995.9749,132603.8561,135183.836,138944.3706,143526.2588
260,130107.8515,133797.7136,136332.2661,140096.2752,144642.7516
