RamanShift,0.625 mg/mL IgG1,1.25 mg/mL IgG1,2.5 mg/mL IgG1,5 mg/mL IgG1,10 mg/mL IgG1
1846,32177.76009,32265.4609,33834.01582,38140.56848,47247.78401
1845,32183.48344,32182.59204,33795.22692,38155.31657,47233.72698
1844,32137.55101,32091.52641,33624.30402,37934.18836,47173.95877
1843,32085.27454,32025.8967,33521.80676,37681.7838,47057.75813
1842,32118.26617,31957.12529,33531.73463,37686.58555,47031.1646
1841,32217.89634,31959.20025,33520.43827,37690.89675,47004.94906
1840,32255.33975,32032.95136,33507.85881,37702.50326,46951.64207
1839,32154.12538,32116.96256,33509.95501,37718.40589,46870.75509
1838,32039.06638,32154.312,33530.15015,37750.93646,46868.91226
1837,32038.62292,32108.68643,33557.76267,37857.27359,46978.54197
1836,32089.23202,32021.14158,33593.33054,38015.11275,47027.90058
1835,32077.98267,31996.64471,33652.55015,38101.47916,46912.48685
1834,32030.1621,32055.24886,33727.55391,38076.63561,46799.29558
1833,32019.36896,32093.12293,33775.38727,38012.40318,46849.99918
1832,32033.19953,32053.09359,33775.7699,37960.45043,46976.97634
1831,32041.09841,32012.23893,33781.46767,37952.6557,47031.29415
1830,32068.81174,32047.60616,33851.25333,38010.34361,47015.51208
1829,32134.4927,32138.13501,33930.74493,38062.6645,47010.12081
1828,32207.49496,32234.22578,33909.91063,38030.3459,47027.56923
1827,32252.43976,32310.02067,33827.85472,37988.22173,47021.70015
1826,32264.40489,32340.19327,33852.5117,38056.65993,47008.6267
1825,32277.66494,32324.27454,34000.1415,38202.41364,47082.53205
1824,32336.05313,32309.84588,34076.28146,38310.44808,47267.73799
1823,32430.31435,32322.56813,33963.27182,38347.1381,47452.71135
1822,32511.77613,32332.56642,33771.89606,38330.31453,47517.26536
1821,32561.63383,32323.99074,33664.1588,38258.87985,47457.41484
1820,32582.37046,32309.28556,33685.22712,38159.87058,47392.24493
1819,32579.55218,32270.93227,33772.96179,38101.59994,47453.14849
1818,32595.15408,32194.17041,33836.21308,38114.02347,47608.96783
1817,32647.37306,32150.37734,33857.27069,38167.50164,47677.2096
1816,32651.00772,32240.42767,33919.01799,38231.13965,47579.86633
1815,32544.8428,32442.88889,34055.4533,38308.83187,47451.00236
1814,32421.93362,32606.57418,34165.58991,38426.56191,47437.61126
1813,32390.4294,32634.46213,34185.26979,38573.94515,47537.23386
1812,32436.0825,32605.60426,34193.34874,38658.47686,47659.63824
1811,32519.55111,32649.28044,34238.52359,38598.91001,47746.57477
1810,32638.35656,32759.23046,34254.17329,38468.18455,47804.29976
1809,32750.16306,32822.09861,34238.06119,38426.11009,47854.20862
1808,32803.83319,32791.27416,34295.74482,38510.88744,47895.25232
1807,32825.41335,32744.24549,34424.84861,38623.74307,47923.09295
1806,32846.59229,32769.45524,34481.71006,38706.61539,47936.86604
1805,32839.56522,32852.29882,34436.74137,38796.53677,47936.05166
1804,32808.86126,32907.25293,34444.19224,38900.07816,47946.36203
1803,32817.70981,32904.94738,34580.99811,38953.60409,47981.12858
1802,32876.42888,32904.03282,34716.07133,38945.72968,47985.30427
1801,32929.69325,32942.16794,34722.31274,38958.32985,47949.00398
1800,32957.82029,32975.15665,34649.47183,39035.45164,48004.55529
1799,32986.02326,32966.78041,34612.10739,39119.52559,48236.02232
1798,33026.68864,32967.35881,34651.59292,39156.51103,48505.56121
1797,33099.93107,33043.5112,34766.8063,39163.65868,48630.30562
1796,33253.68558,33178.22274,34943.92654,39178.20733,48602.35423
1795,33473.46399,33305.28613,35100.35707,39223.2907,48522.85013
1794,33637.12328,33405.98627,35124.78458,39305.02129,48447.53548
1793,33660.16548,33496.25804,35029.34483,39386.97226,48377.39256
1792,33618.17215,33553.49766,34953.48021,39417.76592,48325.30036
1791,33619.86933,33549.22285,34976.54762,39403.66801,48338.86944
1790,33647.59101,33524.51909,35045.14453,39391.04226,48459.33906
1789,33637.71368,33543.64035,35116.24256,39403.21057,48664.90881
1788,33616.3687,33607.19969,35220.1408,39457.55552,48876.59231
1787,33641.81714,33683.43554,35338.14473,39575.99688,49024.75707
1786,33703.09178,33772.4703,35387.83041,39721.10905,49089.71321
1785,33755.43967,33874.1625,35381.8454,39811.05235,49090.28076
1784,33786.30783,33950.56806,35433.63906,39839.0537,49070.94909
1783,33811.27313,33981.5799,35568.40176,39886.54673,49096.06202
1782,33849.60422,34008.24007,35689.23751,39998.73659,49207.14262
1781,33905.01521,34068.70315,35747.77266,40134.13369,49367.64052
1780,33957.26134,34133.70004,35798.89315,40245.13837,49498.22714
1779,33996.61076,34155.46987,35880.65107,40332.42043,49580.32315
1778,34059.09271,34149.81764,35961.79,40410.64995,49654.49281
1777,34187.32965,34178.4934,36014.0615,40476.36315,49721.44216
1776,34359.2692,34264.41764,36054.83987,40520.4288,49754.61993
1775,34492.79682,34371.41084,36111.3425,40540.3764,49791.49839
1774,34535.93721,34467.79609,36186.28165,40546.04446,49884.57735
1773,34533.31699,34568.41658,36265.3728,40577.41623,49999.13629
1772,34577.24606,34699.84064,36336.43789,40684.62512,50074.01143
1771,34697.97238,34849.86776,36397.63048,40852.69032,50125.64423
1770,34836.20076,34969.84847,36469.76335,40992.60429,50210.41054
1769,34927.44942,35026.54065,36600.29839,41050.97044,50344.9982
1768,34973.05673,35049.89209,36811.03292,41075.45237,50495.97876
1767,35019.91346,35116.52782,37034.27572,41138.03659,50604.8198
1766,35112.59958,35269.72256,37162.41521,41253.34525,50646.14152
1765,35266.75439,35467.68395,37180.4425,41395.08325,50676.18995
1764,35443.68513,35626.86676,37189.56941,41538.04128,50759.13035
1763,35568.56358,35706.6549,37278.2951,41666.14479,50863.78117
1762,35625.1132,35746.02149,37427.25079,41770.24248,50923.15868
1761,35689.4223,35820.20108,37566.67072,41854.06567,50951.50217
1760,35811.64564,35952.81992,37674.18681,41938.31872,51006.29412
1759,35930.99645,36089.24968,37771.22127,42035.86186,51093.59248
1758,35978.16311,36186.81469,37860.59695,42112.61803,51200.54429
1757,35997.40296,36288.68065,37929.54518,42119.88483,51356.82094
1756,36093.22448,36452.06422,38001.04142,42086.92762,51575.96833
1755,36291.62017,36648.93486,38121.43627,42119.70535,51781.55401
1754,36511.28886,36796.73963,38297.47999,42283.21225,51872.16975
1753,36668.99849,36857.7196,38488.99269,42532.27032,51857.76827
1752,36772.41437,36877.70796,38654.75415,42768.14826,51878.71818
1751,36884.99557,36944.62878,38776.1154,42942.91456,52051.83233
1750,37030.65462,37106.23395,38861.32873,43102.41188,52318.22573
1749,37178.72339,37322.41626,38951.81494,43304.24031,52516.24734
1748,37301.82818,37514.79059,39091.33076,43515.86035,52605.51057
1747,37398.53268,37649.31022,39271.09015,43669.02302,52708.91633
1746,37471.16004,37751.61129,39438.95868,43775.50977,52907.18963
1745,37528.43251,37870.90473,39567.99111,43891.99829,53124.61825
1744,37611.05539,38037.97828,39682.0765,44036.0976,53266.47475
1743,37772.21527,38232.51162,39818.391,44214.82853,53346.43364
1742,38011.03732,38407.21038,39991.72216,44432.87237,53427.81702
1741,38256.69638,38554.01103,40181.86935,44630.7075,53537.4828
1740,38446.96836,38700.26886,40347.65485,44738.00619,53678.54811
1739,38588.23206,38848.76927,40482.10469,44791.18384,53860.70608
1738,38711.92069,38986.75701,40637.26944,44891.69607,54087.39947
1737,38825.46995,39129.1378,40843.58644,45086.3934,54342.24189
1736,38942.36014,39291.94027,41041.11473,45354.05094,54594.88935
1735,39104.13783,39464.30435,41161.244,45635.45261,54804.09937
1734,39330.30709,39642.78635,41236.71729,45855.08679,54929.13202
1733,39582.16838,39835.24967,41357.77013,45998.98673,54976.07882
1732,39803.8697,40027.39158,41554.00315,46151.92401,55026.15967
1731,39979.55871,40216.03626,41780.88429,46381.4763,55164.51004
1730,40136.80037,40446.44547,42001.54864,46643.73539,55389.88488
1729,40309.70246,40739.13967,42236.33173,46868.30684,55660.87463
1728,40515.82571,41033.07136,42522.78691,47056.34554,55988.60965
1727,40759.39534,41275.76795,42840.83906,47238.41836,56372.7562
1726,41029.73707,41498.21685,43108.72588,47416.85914,56704.55616
1725,41296.29407,41733.71789,43277.43514,47594.03642,56879.59801
1724,41531.56207,41946.38751,43405.22664,47789.32587,56958.29169
1723,41744.23613,42106.51485,43602.26842,48004.67093,57090.71521
1722,41974.81218,42267.79979,43908.06362,48229.82743,57343.55754
1721,42249.31888,42510.98179,44254.12394,48481.59637,57683.38858
1720,42533.5604,42842.20385,44556.13243,48780.69091,58038.48631
1719,42755.90644,43179.99538,44816.15863,49096.93359,58325.23399
1718,42906.99479,43447.39476,45100.91331,49374.62509,58514.83706
1717,43077.14983,43667.46631,45435.70098,49611.69558,58691.50002
1716,43340.21378,43924.7105,45772.55354,49862.80033,58954.00114
1715,43660.96317,44227.47461,46063.57191,50158.6556,59287.4308
1714,43977.95399,44493.74415,46319.69435,50474.05813,59612.19135
1713,44290.87766,44695.17721,46592.40253,50789.35349,59900.22882
1712,44610.93785,44905.34399,46922.13367,51122.5449,60178.91299
1711,44926.77749,45176.75893,47299.21218,51479.22477,60491.93374
1710,45252.67936,45486.58307,47671.92621,51840.65707,60885.45038
1709,45609.2868,45822.86215,48003.85846,52215.38977,61345.63109
1708,45960.21636,46207.52838,48302.29251,52618.53064,61757.17548
1707,46261.1636,46624.96138,48581.58084,53006.35157,62035.65223
1706,46538.43801,47032.79196,48851.80617,53336.67322,62278.13233
1705,46845.42217,47434.91186,49154.10358,53672.57348,62648.82282
1704,47191.31034,47846.87523,49530.68625,54110.741,63134.19931
1703,47558.71929,48216.73831,49948.81882,54632.99749,63558.52788
1702,47939.27252,48492.65615,50336.03414,55130.56892,63847.14123
1701,48327.98233,48754.39169,50686.74419,55544.66948,64127.7475
1700,48717.0552,49155.61376,51054.48958,55906.09585,64534.30963
1699,49098.26703,49713.4659,51469.1372,56265.23464,65040.02675
1698,49465.05684,50262.3904,51938.41148,56637.37248,65542.93963
1697,49832.66754,50668.16906,52468.65445,57008.70543,66012.61441
1696,50242.92826,50995.64474,53005.05713,57379.68181,66485.93011
1695,50706.92028,51383.67803,53438.63616,57794.27313,66992.7803
1694,51156.83019,51832.19241,53755.21659,58295.7357,67530.84648
1693,51509.17249,52237.91302,54084.51345,58848.35085,68056.05795
1692,51775.96348,52595.38438,54528.89991,59357.35448,68498.10872
1691,52058.55224,53000.51867,55039.54058,59793.75933,68854.8392
1690,52421.29661,53458.98444,55521.48851,60238.55008,69240.0194
1689,52827.76718,53868.30707,55962.87385,60753.81557,69758.45451
1688,53218.94049,54214.22337,56397.79798,61275.40667,70384.09445
1687,53596.387,54606.39371,56824.0218,61710.49132,71030.17455
1686,54003.37306,55086.20107,57225.80244,62084.82582,71665.60969
1685,54461.74446,55571.04026,57631.75415,62499.1638,72300.52291
1684,54934.43231,56012.27878,58092.87598,62983.171,72933.40687
1683,55340.64634,56444.83514,58617.26207,63489.16976,73558.0994
1682,55643.02247,56875.60752,59156.19481,63996.33352,74165.82085
1681,55915.59529,57271.49075,59646.85539,64526.81693,74730.29209
1680,56262.32133,57640.33499,60057.28582,65074.25498,75235.09667
1679,56687.24523,58001.91457,60405.67932,65590.96469,75706.25424
1678,57116.21898,58337.33664,60746.30183,66047.05151,76192.73604
1677,57504.88942,58676.76741,61123.89956,66463.78362,76725.99397
1676,57860.01693,59135.21831,61539.99235,66894.1485,77296.31724
1675,58213.10984,59738.26806,61970.37332,67386.38148,77859.21239
1674,58613.63479,60324.98467,62398.1921,67945.48933,78375.39431
1673,59078.14806,60743.7016,62819.89498,68513.75009,78828.75701
1672,59539.00077,61025.71997,63246.49047,69005.62947,79193.13505
1671,59919.35516,61267.54964,63701.11691,69374.68909,79442.40024
1670,60238.51414,61491.85326,64172.72369,69645.39682,79628.25964
1669,60571.23481,61725.11032,64580.52597,69890.69905,79871.04482
1668,60936.68063,62051.71904,64847.81347,70179.38891,80221.75224
1667,61286.79909,62487.12744,65008.28258,70514.84909,80589.40271
1666,61577.89374,62933.12276,65178.19376,70822.34773,80842.58627
1665,61817.85219,63323.52916,65432.43167,71036.47907,80948.81289
1664,62052.94662,63685.00922,65761.39088,71195.4103,80997.96356
1663,62319.56876,64025.38585,66125.83156,71394.27376,81105.44853
1662,62615.95551,64296.70466,66495.2074,71658.27373,81301.55023
1661,62923.72787,64499.71536,66845.81423,71931.84446,81531.69412
1660,63230.90454,64720.99172,67161.6934,72182.36754,81763.99912
1659,63524.29508,65030.86807,67432.77532,72436.57504,82036.99919
1658,63795.89058,65395.60111,67654.42607,72709.28193,82363.54902
1657,64061.59033,65715.90952,67854.79396,72961.28338,82653.84449
1656,64333.64185,65939.97428,68095.58571,73149.83132,82808.3147
1655,64583.80569,66116.27569,68393.84321,73288.30341,82851.10696
1654,64778.22705,66317.81284,68675.02026,73433.0735,82895.27669
1653,64931.93978,66537.23454,68865.9331,73615.84065,82991.29561
1652,65089.18223,66698.83392,68997.3421,73808.30361,83083.20437
1651,65271.93108,66766.85534,69148.51573,73968.67802,83117.09483
1650,65474.12258,66799.97574,69333.90151,74103.11906,83128.23972
1649,65673.46297,66885.70886,69511.3384,74248.30344,83199.58813
1648,65830.77921,67043.38038,69651.26803,74410.58563,83366.06883
1647,65919.22767,67219.05376,69735.53077,74562.96831,83565.96769
1646,65967.19197,67371.62315,69750.12265,74683.86888,83678.29929
1645,66027.2785,67516.7442,69736.37143,74756.27914,83638.40099
1644,66099.00849,67667.03221,69776.15463,74754.22353,83526.31248
1643,66135.37193,67786.95026,69877.61876,74681.67323,83486.22566
1642,66126.54523,67842.66757,69958.86937,74604.4009,83549.37473
1641,66118.24547,67844.8,69979.48428,74592.62072,83615.49002
1640,66142.7617,67817.5831,69989.84908,74642.32314,83618.91371
1639,66181.45341,67780.132,70022.52604,74685.13448,83602.77089
1638,66193.58517,67759.97881,70037.92795,74659.19508,83599.41688
1637,66144.9719,67754.19283,70002.0218,74550.90382,83557.07141
1636,66025.41615,67687.86949,69928.82022,74395.88299,83430.99073
1635,65868.41682,67500.80661,69833.9688,74257.11441,83243.9232
1634,65724.38755,67265.94224,69713.10435,74169.16935,83026.41067
1633,65595.00447,67119.27372,69562.13919,74092.20793,82795.72457
1632,65442.81341,67072.78193,69380.84106,73960.92179,82596.37959
1631,65281.72313,67006.41149,69178.60895,73780.76204,82454.63594
1630,65182.53316,66851.26191,68985.04802,73614.67855,82307.15117
1629,65148.68429,66656.79162,68814.27457,73466.6693,82079.3686
1628,65063.32931,66455.43257,68630.79535,73257.76158,81803.82737
1627,64825.94392,66197.1952,68396.20679,72946.97145,81569.50398
1626,64485.4797,65866.43833,68120.96422,72603.32376,81402.76512
1625,64166.01719,65539.17906,67833.45403,72320.14559,81270.37656
1624,63905.51227,65268.71718,67545.29194,72113.58106,81138.23353
1623,63648.47407,65016.57457,67271.35524,71930.23187,80976.09216
1622,63361.97252,64735.00762,67019.15133,71705.67994,80762.5672
1621,63061.79981,64423.53984,66739.82925,71405.60825,80505.41257
1620,62737.17495,64082.61858,66361.98974,71055.35988,80216.22507
1619,62351.27904,63704.77437,65897.07369,70726.79625,79893.30736
1618,61929.89132,63330.11487,65454.18993,70454.69075,79561.72822
1617,61563.16813,63027.6668,65127.30651,70179.52334,79262.70254
1616,61291.93002,62797.08113,64895.74403,69811.4935,78973.61919
1615,61052.35356,62547.18025,64646.24145,69336.43426,78620.23104
1614,60753.60636,62199.33564,64282.30503,68830.00912,78184.33157
1613,60367.42542,61778.61719,63807.20857,68378.72792,77718.08689
1612,59937.59785,61373.75848,63304.22734,68000.42655,77259.84148
1611,59540.99298,61023.21495,62856.25601,67639.44408,76820.96895
1610,59233.60765,60678.41262,62499.70851,67246.23525,76437.84414
1609,58996.85572,60282.25423,62223.69021,66850.99037,76151.69848
1608,58743.35065,59840.79859,61971.98111,66519.72079,75937.01656
1607,58400.77336,59397.21555,61665.1913,66246.57731,75702.03306
1606,57975.24599,58971.94167,61260.35254,65951.88102,75368.60397
1605,57521.36385,58555.04478,60782.34336,65586.99348,74936.886
1604,57085.78413,58135.49173,60290.63062,65175.06002,74468.78497
1603,56696.51856,57720.50464,59841.71562,64748.66515,74013.68359
1602,56366.77527,57333.659,59475.80239,64314.32572,73571.50302
1601,56084.1954,56991.79363,59191.32884,63879.44035,73135.74454
1600,55816.17196,56682.35009,58930.21337,63458.06895,72728.99758
1599,55531.4521,56381.04163,58628.73675,63052.44519,72368.61431
1598,55208.47072,56086.86805,58282.73073,62665.18727,72040.83357
1597,54847.85537,55808.13662,57933.357,62311.29627,71729.0523
1596,54494.15764,55524.10312,57598.84313,61990.52931,71417.28198
1595,54206.83199,55207.25039,57253.93718,61676.19626,71062.83374
1594,53985.81651,54879.22026,56880.53876,61352.77669,70635.50341
1593,53762.07343,54592.86227,56513.84068,61034.1061,70185.10992
1592,53475.53416,54352.32197,56212.15727,60731.74296,69797.40558
1591,53126.24992,54094.89546,55975.66982,60438.44292,69486.62543
1590,52753.37126,53765.30101,55723.33954,60150.34241,69200.17134
1589,52408.95841,53378.4996,55378.981,59872.63262,68916.69341
1588,52136.39988,52998.86226,54962.52819,59600.80611,68669.19574
1587,51922.30112,52679.0142,54563.52301,59330.24404,68476.10648
1586,51691.23598,52426.74559,54238.74289,59081.5121,68304.60806
1585,51399.53415,52212.35264,53970.61214,58872.27243,68105.85704
1584,51103.61926,51996.07624,53716.05149,58662.64814,67861.90783
1583,50880.9812,51756.76364,53457.85072,58383.42368,67600.53906
1582,50717.27977,51499.55778,53203.75464,58034.16032,67363.59537
1581,50530.73052,51233.65121,52964.86292,57697.72878,67147.21598
1580,50280.44392,50952.59926,52748.095,57433.58818,66891.42481
1579,49991.9555,50650.96984,52550.57551,57211.16759,66556.87575
1578,49696.75567,50350.6949,52348.60412,56973.89855,66190.93445
1577,49409.72787,50088.0176,52112.69717,56709.65587,65884.12594
1576,49162.81307,49874.17139,51849.67484,56427.67106,65677.37106
1575,48997.94554,49685.72075,51603.7063,56126.19274,65538.17796
1574,48902.38779,49496.2702,51394.57538,55821.52183,65409.14623
1573,48792.46721,49307.60033,51190.3613,55562.69517,65254.5906
1572,48595.28006,49143.17298,50970.21776,55383.82246,65072.02155
1571,48326.49777,49007.39834,50768.97633,55270.47889,64879.35892
1570,48060.37341,48857.80206,50617.57534,55183.34139,64693.72391
1569,47840.18652,48641.99478,50483.52946,55082.92948,64520.99949
1568,47649.16818,48370.18725,50318.52851,54934.29203,64363.21597
1567,47459.50017,48117.00399,50128.00348,54733.32964,64223.72364
1566,47273.93181,47930.42505,49948.87508,54534.60153,64097.33341
1565,47111.9053,47776.62822,49788.2389,54408.04647,63963.76167
1564,46979.62383,47603.81428,49622.0156,54351.22862,63803.18954
1563,46867.35921,47417.83456,49435.79414,54280.18009,63624.73727
1562,46766.02324,47257.11024,49244.93334,54131.44739,63478.77365
1561,46684.37653,47140.04817,49090.57408,53952.62287,63432.94016
1560,46663.3651,47087.44826,49028.7101,53870.88799,63528.28542
1559,46762.23077,47148.86567,49103.31092,53977.40025,63751.1321
1558,46986.77127,47332.77001,49300.01184,54238.58673,64026.9859
1557,47220.38189,47530.12258,49514.96439,54499.292,64230.18845
1556,47279.95673,47578.49017,49594.89182,54581.09978,64236.69599
1555,47080.43895,47410.54826,49451.31771,54413.90078,64015.56494
1554,46711.03172,47098.22348,49140.00309,54076.71293,63658.92959
1553,46317.54957,46751.02716,48793.11823,53693.72638,63290.6129
1552,45955.16597,46415.50216,48475.39867,53316.20582,62963.84059
1551,45602.89826,46087.9546,48152.66162,52940.73406,62670.44609
1550,45272.57688,45782.85361,47796.91571,52598.2304,62403.43732
1549,45025.42426,45543.10563,47457.30806,52344.9234,62161.56391
1548,44891.13329,45385.82848,47205.18219,52171.7179,61925.65357
1547,44829.05607,45273.64845,47050.83711,51997.10294,61681.09469
1546,44770.61722,45154.02478,46937.14822,51771.64985,61447.1483
1545,44666.13896,45008.54156,46801.19245,51542.75429,61249.56014
1544,44504.66592,44856.47765,46638.29143,51390.79424,61078.7908
1543,44325.69226,44730.30811,46504.41458,51329.84484,60902.37174
1542,44196.16748,44651.96762,46440.01887,51296.85845,60710.84866
1541,44138.20722,44608.49644,46402.54523,51222.68064,60532.1489
1540,44096.63158,44547.96735,46312.85999,51088.75424,60397.92311
1539,44013.59503,44427.82906,46161.7119,50923.9392,60304.03712
1538,43907.61599,44269.45323,46018.05795,50773.39057,60215.75864
1537,43832.4946,44133.70382,45929.26276,50667.43899,60114.56047
1536,43788.08565,44041.44856,45870.62368,50596.24699,60019.62903
1535,43731.03883,43955.17798,45809.39991,50519.28368,59947.90977
1534,43652.3996,43847.63145,45762.1903,50420.56502,59880.39502
1533,43581.99289,43751.67561,45753.00646,50337.53456,59799.84356
1532,43527.15965,43719.31211,45752.83203,50304.85613,59733.90941
1531,43462.79582,43750.01536,45706.24721,50290.74753,59711.73606
1530,43376.90031,43782.04828,45602.92285,50231.09617,59696.06419
1529,43284.50704,43752.64573,45481.8964,50115.01115,59617.76538
1528,43204.39399,43655.58006,45369.10549,49996.43214,59476.21373
1527,43150.73044,43538.03981,45251.10125,49924.44878,59350.2813
1526,43131.88981,43449.51364,45117.62547,49894.2136,59301.3322
1525,43133.19472,43402.39933,44992.62409,49869.04973,59311.1536
1524,43117.97684,43379.81702,44906.46532,49827.25572,59327.23496
1523,43065.90653,43364.99716,44865.32226,49775.21463,59329.43345
1522,42997.23773,43348.98096,44861.2646,49721.9018,59332.58699
1521,42947.04516,43318.82724,44885.12771,49657.13588,59348.16178
1520,42926.58538,43261.40134,44916.97109,49568.56994,59364.22512
1519,42917.77601,43183.81185,44930.30078,49473.9574,59358.04514
1518,42898.16706,43111.42935,44916.95179,49416.53168,59318.41586
1517,42862.58143,43056.6022,44886.45375,49423.32706,59252.2387
1516,42818.06408,43006.06124,44841.16416,49478.29208,59172.16734
1515,42768.24052,42948.59785,44781.45101,49536.01079,59087.70687
1514,42720.67734,42893.75684,44732.21222,49553.84298,59010.64688
1513,42701.50551,42847.86768,44724.65271,49516.56397,58954.40891
1512,42726.71528,42796.48555,44744.92628,49441.48787,58920.92017
1511,42756.01321,42735.84775,44736.68336,49360.47089,58901.87651
1510,42720.80344,42698.88238,44667.22204,49295.96727,58895.38711
1509,42613.80107,42714.79538,44565.0848,49255.07075,58901.7073
1508,42506.09373,42756.0389,44482.28189,49233.38818,58902.18317
1507,42454.19308,42761.71294,44441.23466,49210.481,58869.655
1506,42434.8785,42708.27628,44428.57416,49157.12912,58804.63586
1505,42398.2197,42625.92009,44421.60866,49071.34863,58736.36743
1504,42341.10553,42550.54207,44404.92655,48992.81261,58686.12443
1503,42291.9086,42492.4458,44368.22513,48950.19503,58654.10533
1502,42255.76949,42451.56037,44303.10757,48907.90119,58639.08841
1501,42217.16495,42429.94632,44210.32194,48809.0584,58640.31729
1500,42178.81398,42418.40769,44110.20038,48669.8742,58640.18779
1499,42157.38464,42391.67748,44038.46684,48580.56813,58614.43857
1498,42143.15862,42329.6791,44019.79527,48593.66674,58561.20045
1497,42097.81128,42236.03414,44039.86221,48653.10557,58497.26652
1496,42003.26211,42130.85693,44051.23312,48665.10063,58431.14559
1495,41892.62951,42032.50358,44018.74823,48609.75023,58364.47057
1494,41817.04721,41952.52128,43957.64925,48544.48279,58311.53678
1493,41789.14874,41901.48462,43913.30577,48515.47057,58288.68223
1492,41773.30707,41882.97689,43901.35951,48511.30359,58289.83413
1491,41731.98016,41877.14151,43886.52834,48504.18234,58299.17342
1490,41670.4617,41851.90308,43831.64867,48492.9392,58320.45131
1489,41629.03447,41808.83132,43749.93438,48487.61065,58364.97033
1488,41635.65093,41798.06907,43689.61865,48484.03696,58418.31211
1487,41673.76189,41860.06162,43677.46533,48478.95654,58452.86647
1486,41697.12099,41966.34806,43697.19322,48488.27633,58471.78738
1485,41673.82358,42045.32578,43717.86298,48524.35369,58507.14839
1484,41617.67459,42052.62454,43723.61323,48571.51946,58572.14217
1483,41577.60203,41993.59326,43715.21132,48609.12903,58647.76582
1482,41591.11307,41901.07467,43699.39766,48642.6082,58722.4674
1481,41645.51033,41821.22754,43683.54771,48683.71028,58811.4124
1480,41691.90234,41795.24011,43672.24239,48716.2532,58924.4739
1479,41699.40985,41819.06788,43663.94276,48716.89053,59045.57992
1478,41683.45423,41839.80711,43656.57997,48701.52971,59160.58143
1477,41675.72926,41818.77526,43657.45767,48715.59782,59282.00413
1476,41684.96864,41774.82954,43676.31727,48780.26878,59430.77612
1475,41702.13818,41743.32428,43705.37833,48877.83366,59612.36371
1474,41726.46063,41727.60589,43725.99325,48984.39093,59821.02108
1473,41760.88168,41723.22492,43747.81701,49084.61642,60047.41432
1472,41788.45776,41754.96042,43815.69266,49159.96243,60274.51458
1471,41779.02266,41844.18624,43948.90385,49200.15734,60486.97506
1470,41725.53178,41957.92429,44093.56056,49228.79541,60688.2397
1469,41661.67599,42034.15025,44172.59693,49284.63534,60884.67558
1468,41637.49011,42053.28238,44171.94326,49374.15066,61054.33744
1467,41675.76568,42049.8711,44141.16131,49470.61201,61164.67188
1466,41745.92842,42053.79657,44120.3507,49557.08011,61223.34053
1465,41784.38083,42053.1257,44107.68988,49636.67525,61274.56738
1464,41756.59722,42025.42359,44095.1827,49701.46869,61340.14568
1463,41699.17212,41979.38084,44094.60136,49729.86124,61403.72631
1462,41680.89849,41946.19663,44118.5668,49724.2777,61460.87064
1461,41722.54654,41943.25586,44162.96777,49721.64586,61538.50358
1460,41780.39313,41962.61973,44217.29305,49755.75954,61645.19854
1459,41811.3887,41986.26083,44275.57559,49828.83388,61742.13792
1458,41822.61187,41999.4279,44331.6335,49921.81381,61790.02502
1457,41843.08406,41999.10974,44376.82549,50010.82458,61798.44937
1456,41874.7656,42001.83223,44408.88042,50072.01973,61807.79163
1455,41893.20226,42030.13024,44432.97255,50094.05832,61842.42183
1454,41882.21618,42078.47991,44446.31338,50095.29398,61896.02454
1453,41848.96477,42111.2037,44432.90268,50114.51587,61944.67309
1452,41809.57974,42111.38564,44390.58324,50172.71872,61963.89268
1451,41773.72689,42108.50544,44355.04187,50245.2217,61947.74578
1450,41746.21196,42132.76035,44367.45481,50278.0581,61917.23861
1449,41736.02968,42165.82968,44414.22086,50239.20107,61899.29088
1448,41752.72718,42169.31646,44431.12118,50155.43215,61898.18463
1447,41790.4833,42142.2605,44381.03142,50091.57415,61895.69797
1446,41826.84263,42114.69376,44298.81926,50088.73453,61870.8366
1445,41846.14894,42099.06903,44244.05646,50127.73845,61809.24229
1444,41854.80201,42083.51668,44237.13098,50153.64198,61704.10514
1443,41864.99607,42063.10015,44259.40233,50127.52694,61560.23534
1442,41876.62413,42045.75163,44289.46331,50053.37468,61393.08532
1441,41885.05602,42034.30566,44315.34468,49964.21083,61221.79562
1440,41890.31144,42028.31666,44324.68016,49888.16116,61067.17515
1439,41887.569,42035.03932,44303.46534,49827.38443,60943.19125
1438,41868.69647,42056.2827,44246.26897,49766.07648,60834.33824
1437,41846.79938,42073.75501,44163.64458,49687.28094,60699.1978
1436,41857.30893,42067.25172,44077.31952,49576.93576,60523.19121
1435,41916.36088,42040.01593,44004.76955,49433.61149,60352.4052
1434,41994.81388,42013.5703,43951.36885,49293.39885,60244.7507
1433,42049.83376,42007.91134,43921.32987,49218.75995,60201.59633
1432,42069.50272,42033.98519,43923.80185,49229.85588,60180.82168
1431,42074.89119,42088.02681,43956.67441,49269.70623,60164.04084
1430,42089.91567,42143.88258,44000.8757,49274.62875,60171.06648
1429,42118.75724,42170.53233,44047.17802,49255.37004,60209.27767
1428,42145.86142,42168.96581,44109.31898,49266.71921,60246.04731
1427,42153.97957,42172.26279,44191.34923,49320.43408,60246.70411
1426,42145.20018,42196.66302,44264.93926,49376.79067,60222.32778
1425,42140.64536,42214.84687,44302.50476,49407.12196,60222.80708
